numActiveSessions:vector baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[8].tcp.conn-1984 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
,,4.6055361584,87,4.6855594976,47,,,,,,,,
,,4.6055469584,47,4.6855667776,87,,,,,,,,
,,4.6855594976,127,4.7655889488,47,,,,,,,,
,,4.6855667776,47,4.7655997488,127,,,,,,,,
,,4.7655889488,127,4.84561872,47,,,,,,,,
,,4.7655997488,47,4.84562952,127,,,,,,,,
,,4.84561872,87,4.9256420592,47,,,,,,,,
,,4.84562952,47,4.9256493392,87,,,,,,,,
,,4.9256420592,87,,,,,,,,,,
,,4.9256493392,47,,,,,,,,,,
