rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[2].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[2].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
3.0179589232,47,3.0261826752,1499
3.0261952432,47,3.0285990752,1499
3.0286116432,47,3.0373119552,1499
3.0373245232,47,3.0393625952,1499
3.0393751632,47,3.0476011552,1499
3.0476137232,47,3.0500115552,1499
3.0500241232,47,3.0583479552,1499
3.0583605232,47,3.0607583552,1499
3.0607709232,47,3.0690382752,1499
3.0690508432,47,3.0714486752,1499
3.0714612432,47,3.0801369152,1499
3.0801494832,47,3.0848452352,1499
3.0848578032,47,3.0964789152,1499
3.0964914832,47,3.1022868352,1499
3.1022994032,47,3.1140317952,1499
3.1140443632,47,3.1252945152,1499
3.1253070832,47,3.1365310752,1499
3.1365436432,47,3.1455105952,1499
3.1455231632,47,3.1565306752,1499
3.1565432432,47,3.1710754752,1499
3.1710880432,47,3.1771611552,1499
3.1771737232,47,3.1887814752,1499
3.1887940432,47,3.2029561152,1499
3.2029686832,47,3.2090288352,1499
3.2090414032,47,3.2219442752,1499
3.2219568432,47,3.2326229952,1499
3.2326355632,47,3.2426745152,1499
3.2426870832,47,3.2537050752,1499
3.2537176432,47,3.2624912352,1499
3.2625038032,47,3.2732421152,1499
3.2732546832,47,3.2862582752,1499
3.2862708432,47,3.2944807552,1499
3.2944933232,47,3.3053089952,1499
3.3053215632,47,3.3199557952,1499
3.3199683632,47,3.3265461152,1499
3.3265586832,47,3.3382107552,1499
3.3382233232,47,3.3414057152,1499
3.3414182832,47,3.3479843552,1499
3.3479969232,47,3.3588677952,1499
3.3588803632,47,3.3702829952,1499
3.3702955632,47,3.3797349152,1499
3.3797474832,47,3.3800946752,1499
3.3801072432,47,3.3909961152,1499
3.3910086832,47,3.3985404352,1499
3.3985530032,47,3.4015384352,1499
3.4015510032,47,3.4106181952,1499
3.4106307632,47,3.4122970752,1499
3.4123096432,47,3.4224037952,1499
3.4224163632,47,3.4230033952,1499
3.4230159632,47,3.4339470752,1499
3.4339596432,47,3.4375671552,1499
3.4375797232,47,3.4444241952,1499
3.4444367632,47,3.4490886752,1499
3.4491012432,47,3.4553485152,1499
3.4553610832,47,3.4627224352,1499
3.4627350032,47,3.4659273952,1499
3.4659399632,47,3.4746593952,1499
3.4746719632,47,3.4766374752,1499
3.4766500432,47,3.4859766752,1499
3.4859892432,47,3.4873575552,1499
3.4873701232,47,3.4974926752,1499
3.4975052432,47,3.4979723552,1499
3.4979849232,47,3.5085904352,1499
3.5086030032,47,3.5118282752,1499
3.5118408432,47,3.5194830752,1499
3.5194956432,47,3.5232571552,1499
3.5232697232,47,3.5300787552,1499
3.5300913232,47,3.5340481152,1499
3.5340606832,47,3.5407422752,1499
3.5407548432,47,3.5448722752,1499
3.5448848432,47,3.5513946752,1499
3.5514072432,47,3.5556994752,1499
3.5557120432,47,3.5621092352,1499
3.5621218032,47,3.5664743552,1499
3.5664869232,47,3.5728481152,1499
3.5728606832,47,3.5775999552,1499
3.5776125232,47,3.5835306752,1499
3.5835432432,47,3.5882713152,1499
3.5882838832,47,3.5942793152,1499
3.5942918832,47,3.5990897952,1499
3.5991023632,47,3.6050822752,1499
3.6050948432,47,3.6099675552,1499
3.6099801232,47,3.6157537152,1499
3.6157662832,47,3.6207477952,1499
3.6207603632,47,3.6265366752,1499
3.6265492432,47,3.6312422752,1499
3.6312548432,47,3.6370710752,1499
3.6370836432,47,3.6412922752,1499
3.6413048432,47,3.6480857952,1499
3.6480983632,47,3.6516833952,1499
3.6516959632,47,3.6586385952,1499
3.6586511632,47,3.6622756352,1499
3.6622882032,47,3.6691770752,1499
3.6691896432,47,3.6725348352,1499
3.6725474032,47,3.6799921952,1499
3.6800047632,47,3.6832726752,1499
3.6832852432,47,3.6906069952,1499
3.6906195632,47,3.6942165952,1499
3.6942291632,47,3.7014976352,1499
3.7015102032,47,3.7051893152,1499
3.7052018832,47,3.7120594752,1499
3.7120720432,47,3.7159993952,1499
3.7160119632,47,3.7228995552,1499
3.7229121232,47,3.7264192352,1499
3.7264318032,47,3.7331467552,1499
3.7331593232,47,3.7336264352,1499
3.7336390032,47,3.7429605952,1499
3.7429731632,47,3.7441657952,1499
3.7441783632,47,3.7533504352,1499
3.7533630032,47,3.7549333952,1499
3.7549459632,47,3.7625478752,1499
3.7625604432,47,3.7654619552,1499
3.7654745232,47,3.7711667552,1499
3.7711793232,47,3.7761269952,1499
3.7761395632,47,3.7818813952,1499
3.7818939632,47,3.7868887552,1499
3.7869013232,47,3.7945289952,1499
3.7945415632,47,3.7977386752,1499
3.7977512432,47,3.8053703552,1499
3.8053829232,47,3.8084770752,1499
3.8084896432,47,3.8159774752,1499
3.8159900432,47,3.8190114752,1499
3.8190240432,47,3.8243473152,1499
3.8243598832,47,3.8296897952,1499
3.8297023632,47,3.8346352352,1499
3.8346478032,47,3.8405653152,1499
3.8405778832,47,3.9208828352,928
3.9208908352,47,4.0009230752,47
3.9208928112,247,4.0010429952,1499
4.0010555632,47,4.0012828352,1499
4.0012954032,47,4.0051622752,1499
4.0051748432,47,4.0101750752,1499
4.0101876432,47,4.0158473152,1499
4.0158598832,47,4.0209237152,1499
4.0209362832,47,4.0268043552,1499
4.0268169232,47,4.0316270752,1499
4.0316396432,47,4.0375571552,1499
4.0375697232,47,4.0423370752,1499
4.0423496432,47,4.0479291552,1499
4.0479417232,47,4.0529717952,1499
4.0529843632,47,4.0591151552,1499
4.0591277232,47,4.0637207552,1499
4.0637333232,47,4.0692970752,1499
4.0693096432,47,4.0744795552,1499
4.0744921232,47,4.0838030752,1499
4.0838156432,47,4.0976996352,1499
4.0977122032,47,4.1055878752,1499
4.1056004432,47,4.1160381952,1499
4.1160507632,47,4.1286535552,1499
4.1286661232,47,4.1370905952,1499
4.1371031632,47,4.1487685952,1499
4.1487811632,47,4.1609701952,1499
4.1609827632,47,4.1694425952,1499
4.1694551632,47,4.1699222752,1499
4.1699348432,47,4.1810269152,1499
4.1810394832,47,4.1907278752,1499
4.1907404432,47,4.2015165152,1499
4.2015290832,47,4.2143325152,1499
4.2143450832,47,4.2228203552,1499
4.2228329232,47,4.2346085152,1499
4.2346210832,47,4.2465825952,1499
4.2465951632,47,4.2550249952,1499
4.2550375632,47,4.2671309952,1499
4.2671435632,47,4.2683481952,1499
4.2683607632,47,4.2772642752,1499
4.2772768432,47,4.2871295552,1499
4.2871421232,47,4.3000125952,1499
4.3000251632,47,4.3085505152,1499
4.3085630832,47,4.3200646752,1499
4.3200772432,47,4.3318257152,1499
4.3318382832,47,4.3406458752,1499
4.3406584432,47,4.3479130752,1499
4.3479256432,47,4.3517565152,1499
4.3517690832,47,4.3620277152,1499
4.3620402832,47,4.3727725952,1499
4.3727851632,47,4.3801597152,1499
4.3801722832,47,4.3837753152,1499
4.3837878832,47,4.3941040352,1499
4.3941166032,47,4.3968921952,1499
4.3969047632,47,4.4048149952,1499
4.4048275632,47,4.4113506752,1499
4.4113632432,47,4.4155658752,1499
4.4155784432,47,4.4225932352,1499
4.4226058032,47,4.4262493952,1499
4.4262619632,47,4.4337848352,1499
4.4337974032,47,4.4370466752,1499
4.4370592432,47,4.4448377152,1499
4.4448502832,47,4.4477397952,1499
4.4477523632,47,4.4559101152,1499
4.4559226832,47,4.4584524352,1499
4.4584650032,47,4.4670629152,1499
4.4670754832,47,4.4692054752,1499
4.4692180432,47,4.4797619552,1499
4.4797745232,47,4.4798878752,1499
4.4799004432,47,4.4881733152,1499
4.4881858832,47,4.4906595552,1499
4.4906721232,47,4.4985310752,1499
4.4985436432,47,4.5011753152,1499
4.5011878832,47,4.5093958752,1499
4.5094084432,47,4.5119141952,1499
4.5119267632,47,4.5200208352,1499
4.5200334032,47,4.5226757952,1499
4.5226883632,47,4.5300509152,1499
4.5300634832,47,4.5332947552,1499
4.5333073232,47,4.5398364352,1499
4.5398490032,47,4.5439257152,1499
4.5439382832,47,4.5546144352,1499
4.5546270032,47,4.5569229152,1499
4.5569354832,47,4.5655092352,1499
4.5655218032,47,4.5672275552,1499
4.5672401232,47,4.5738411552,1499
4.5738537232,47,4.5762682752,1499
4.5762808432,47,4.5830485152,1499
4.5830610832,47,4.5868448352,1499
4.5868574032,47,4.5933385152,1499
4.5933510832,47,4.5976976352,1499
4.5977102032,47,4.6045797952,1499
4.6045923632,47,4.6085731552,1499
4.6085857232,47,4.6155585152,1499
4.6155710832,47,4.6189522752,1499
4.6189648432,47,4.6258464352,1499
4.6258590032,47,4.6298217952,1499
4.6298343632,47,4.6364785952,1499
4.6364911632,47,4.6405858752,1499
4.6405984432,47,4.6466298752,1499
4.6466424432,47,4.6512217152,1499
4.6512342832,47,4.6565742752,1499
4.6565868432,47,4.6618807552,1499
4.6618933232,47,4.6698592352,1499
4.6698718032,47,4.6725094752,1499
4.6725220432,47,4.7528705952,693
4.7528767152,47,4.8333429152,47
4.7528786912,247,4.8339485152,1499
4.8339610832,47,4.8340684352,1499
4.8340810032,47,4.8410791552,1499
4.8410917232,47,4.8449791552,1499
4.8449917232,47,4.8518613152,1499
4.8518738832,47,4.8563324352,1499
4.8563450032,47,4.8625982752,1499
4.8626108432,47,4.8680585152,1499
4.8680710832,47,4.8732390752,1499
4.8732516432,47,4.8802765152,1499
4.8802890832,47,4.8839997152,1499
4.8840122832,47,4.8920638752,1499
4.8920764432,47,4.8947141152,1499
4.8947266832,47,4.9015395552,1499
4.9015521232,47,4.9053949952,1499
4.9054075632,47,4.9108213952,1499
4.9108339632,47,4.9161376352,1499
4.9161502032,47,4.9203774752,1499
4.9203900432,47,4.9268105952,1499
4.9268231632,47,4.9358772352,1499
4.9358898032,47,4.9374421952,1499
4.9374547632,47,4.9420278752,1499
4.9420404432,47,4.9465255552,1499
4.9465381232,47,4.9502490752,1499
4.9502616432,47,4.9563256352,1499
4.9563382032,47,4.9609111552,1499
4.9609237232,47,4.9677475552,1499
4.9677601232,47,4.9716007552,1499
4.9716133232,47,4.9784353952,1499
4.9784479632,47,4.9824107552,1499
4.9824233232,47,4.9891813952,1499
4.9891939632,47,4.9930428352,1499
4.9930554032,47,,
