Time,VID,LVD,FDO,VIP,SSH
135,56512,19068,10948,11462,2008
136,56275,20109,10779,10535,2299
137,55547,21401,10706,10135,2208
138,55561,22427,10572,9397,2040
139,55362,22354,10553,9713,2016
140,54676,23576,10486,9327,1932
142,55387,23339,10426,8987,1858
144,55030,23204,10393,9556,1816
145,55233,22325,12716,8182,1541
146,55900,22115,12651,7855,1476
147,56553,21910,12587,7535,1412
148,56549,22834,12455,6879,1280
151,56318,23639,12306,6377,1357
152,56938,23436,12250,6084,1290
155,56829,23396,12238,6258,1276
157,57339,23162,12173,6125,1198
162,56831,24255,12123,5841,948
163,56240,25296,12064,5510,889
165,56150,25260,12055,5655,880
170,54976,24790,14325,5145,762
171,54422,25797,14258,4813,707
172,54360,25771,14251,4776,841
174,54903,25547,14187,4455,906
178,55497,25352,14131,4177,841
179,55013,27093,13955,3299,636
180,54925,27055,13945,3358,714
181,55503,26860,13895,3094,646
187,55459,26841,13890,3168,640
191,55485,27571,13780,2667,494
194,55512,27583,13783,2683,436
195,54979,28490,13725,2435,368
196,54489,29398,13672,2132,306
197,55035,29192,13624,1862,286
201,55011,29181,13622,1902,282
203,54535,30073,13571,1604,214
207,55092,29876,13527,1348,156
209,54621,30751,13477,1059,90
210,54621,30751,13477,1059,90
211,54621,30751,13477,1059,90
214,54621,30751,13477,1059,90
216,54621,30751,13477,1059,90
217,55067,29864,13524,1371,171
218,54603,30742,13475,1078,98
219,54603,30742,13475,1078,98
221,55059,29860,13523,1366,189
223,55608,29666,13480,1138,105
224,56077,28777,13529,1437,178
225,56085,28781,13529,1442,159
227,56633,28596,13487,1179,103
230,57172,28414,13445,920,47
233,57172,28414,13445,920,47
234,57172,28414,13445,920,47
235,57172,28414,13445,920,47
236,57161,28410,13444,938,45
237,57161,28410,13444,938,45
241,58143,28835,11285,1559,176
243,57660,29727,11245,1254,112
245,58185,29534,11209,1008,61
246,58174,29529,11208,1027,60
247,58641,28634,11246,1333,143
252,59118,27728,11285,1645,221
259,58627,28628,11245,1357,141
261,58160,29523,11207,1043,64
262,58627,28628,11245,1357,141
268,58621,28626,11245,1353,154
270,59091,27717,11283,1668,238
275,59100,27721,11284,1675,218
276,58627,28628,11245,1357,141
279,58613,28622,11244,1380,138
280,58607,28620,11243,1376,151
281,58593,28614,11242,1399,149
282,58139,29513,11205,1079,61
285,58129,29509,11204,1097,59
293,58129,29509,11204,1097,59
294,58129,29509,11204,1097,59
297,59032,27693,11278,1788,207
299,58559,28599,11239,1471,129
300,58108,29500,11203,1131,56
301,58106,29499,11202,1130,61
303,58106,29499,11202,1130,61
305,58553,28597,11239,1467,141
306,57983,28766,11271,1765,213
307,57983,28766,11271,1765,213
308,57967,28759,11270,1791,210
309,57983,28766,11271,1765,213
311,57967,28759,11270,1791,210
312,57404,28936,11304,2068,285
316,57394,28932,11303,2060,309
317,56650,28346,11409,3030,562
319,56043,28519,11443,3347,645
324,55427,28694,11478,3669,729
325,55872,27740,11519,4041,826
327,55899,27752,11521,4063,762
328,56353,26785,11563,4443,853
329,56780,25792,11601,4801,1024
330,56329,24447,13873,4423,926
332,56790,23450,13923,4809,1026
333,56824,23463,13927,4837,947
334,56782,23448,13922,4907,939
336,56154,23597,13967,5258,1021
338,55516,23749,14012,5615,1105
340,54869,23903,14059,5977,1190
342,55772,24250,11802,6793,1380
343,55828,24272,11808,6698,1392
344,55877,24291,11812,6742,1275
345,55218,24454,11853,7116,1357
346,55278,24477,11859,7015,1368
349,55339,24501,11865,6912,1380
352,55890,23481,11919,7219,1488
353,56386,22421,11968,7637,1586
356,55794,22605,12019,7891,1688
357,55870,22633,12027,7765,1704
358,55939,22658,12033,7822,1546
359,56455,21574,12085,8245,1638
361,55861,21760,12140,8693,1544
362,55948,21790,12149,8552,1558
363,55271,21955,12197,8939,1635
365,55363,21987,12207,8790,1651
366,55209,21034,12313,9620,1821
367,54509,21199,12364,10022,1903
372,55158,20086,12435,10302,2016
373,55467,20589,10082,11575,2284
374,56034,19392,10132,12054,2385
375,56611,18174,10184,12541,2488
378,56750,18214,10196,12325,2512
380,56012,18369,10244,12765,2608
381,57086,18686,7756,13668,2803
384,54758,19182,7870,15080,3108
386,54112,19406,7922,15717,2840
388,54284,19462,7935,15447,2870
389,56188,18536,5385,16685,3204
390,55360,18714,5415,17202,3307
391,56007,17337,5448,17783,3423
393,56212,17394,5458,17967,2966
394,55366,17567,5490,18515,3060
398,54502,17743,5522,19076,3156
